6007,Fort Worth Transportation Authority,0.39195833319556617,south,48439,10,0.043859649,0.63,TX,Texas,FTA Region6,11,0.107,True,0.027631579,5.284924761245841,5.386431212523744,5.146651112455542
1008,Pioneer Valley Transit Authority,0.09466357117608748,northeast,25013,16,0.070175439,0.79,MA,Massachusetts,FTA Region1,11,0.125,True,0.055438597,5.281202459288696,5.365736335801497,5.050533621838038
6017,Central Oklahoma Transportation and Parking Authority,-0.23467157301533964,south,40109,20,0.087719298,0.72,OK,Oklahoma,FTA Region6,11,0.107,True,0.063157895,5.2935733060849115,5.334654521149519,5.03295427036289
5002,Green Bay Metro,-1.0321486469026178,midwest,55009,2,0.00877193,0.7,WI,Wisconsin,FTA Region5,10,0.12,True,0.006140351,5.295000442959702,5.536317136131438,5.217242059617472
5148,Blue Water Area Transportation Commission,-0.7925854556507003,midwest,26147,3,0.013157895,0.72,MI,Michigan,FTA Region5,10,0.12,True,0.009473684,5.2720846479719095,5.548492818746667,5.071708590296722
5047,Bloomington-Normal Public Transit System,-0.8647665213691709,midwest,17113,4,0.01754386,0.69,IL,Illinois,FTA Region5,10,0.12,True,0.012105263,5.280536748219035,5.498434592256531,4.764267838450906
0021,Whatcom Transportation Authority,-0.2536514060334084,west,53073,6,0.026315789,0.74,WA,Washington,FTA Region10,10,0.067,True,0.019473684,5.2886749184977875,5.370948019181218,4.296086703257574
8006,Denver Regional Transportation District,1.8477119367016783,west,8031,6,0.026315789,0.86,CO,Colorado,FTA Region8,10,0.067,True,0.022631579,5.291779500868493,5.414312985856017,4.846088248889198
8011,Transfort,-0.8983174131237226,west,8069,6,0.026315789,0.86,CO,Colorado,FTA Region8,10,0.067,True,0.022631579,5.278332340651916,5.38998006633058,4.93524684113672
0003,Pierce County Transportation Benefit Area Authority,0.7623941993427875,west,53053,7,0.030701754,0.74,WA,Washington,FTA Region10,10,0.067,True,0.022719298,5.2860837708448605,5.325138823517879,4.800672210632143
3044,Westmoreland County Transit Authority,-1.1887336062947862,northeast,42129,7,0.030701754,0.79,PA,Pennsylvania,FTA Region3,10,0.125,True,0.024254386,5.274703512453321,5.471901889861016,4.40548000076686
6012,"Waco Transit System, Inc.",-1.2917265139256071,south,48309,7,0.030701754,0.63,TX,Texas,FTA Region6,10,0.107,True,0.019342105,5.2912921562565565,5.427911819790603,4.5191952819121255
3075,Delaware Transit Corporation,0.8292588288650319,northeast,10001,8,0.035087719,0.82,DE,Delaware,FTA Region3,10,0.125,True,0.02877193,5.29328240371226,5.493613176304609,5.235375934218569
2084,Transport of Rockland,-0.4939130424828517,northeast,36087,10,0.043859649,0.59,NY,New York,FTA Region2,10,0.125,True,0.025877193,5.290892050361794,5.46108892573906,5.199685199388814
6024,Shreveport Area Transit System,-0.5795950410208767,south,22017,11,0.048245614000000006,0.84,LA,Louisiana,FTA Region6,10,0.107,True,0.040526316,5.309571055914952,5.3965311949471175,4.807291903013546
4014,Coast Transit Authority,-1.1514914161655625,south,28047,12,0.052631579000000005,0.63,MS,Mississippi,FTA Region4,10,0.107,True,0.033157895,5.2944982706310215,5.365643368775249,4.767014954439307
6033,Central Arkansas Transit Authority,-0.4917005492958185,south,5119,12,0.052631579000000005,0.65,AR,Arkansas,FTA Region6,10,0.107,True,0.034210526,5.282225052847757,5.350314001760443,4.68057815027834
4063,Space Coast Area Transit,-0.7750849794350332,south,12009,13,0.057017544,0.7,FL,Florida,FTA Region4,10,0.107,True,0.039912281,5.2947320649051335,5.3751909347288205,4.512962328354131
9027,Fresno Area Express,0.2175554500175325,west,6019,2,0.00877193,0.7,CA,California,FTA Region9,9,0.067,True,0.006140351,5.280561729375929,5.446736303148598,4.882555288221061
0006,Yakima Transit,-0.9729416008170372,west,53077,3,0.013157895,0.74,WA,Washington,FTA Region10,9,0.067,True,0.009736842,5.291280485918881,5.412152324566184,4.8894688510106326
9013,Santa Clara Valley Transportation Authority,1.598735372216368,west,6085,3,0.013157895,0.7,CA,California,FTA Region9,9,0.067,True,0.009210526,5.295257893572697,5.430886776656386,4.813094384697073
0025,Salem Area Mass Transit District,-0.014752278234336646,west,41047,4,0.01754386,0.88,OR,Oregon,FTA Region10,9,0.067,True,0.015438597,5.276915522148682,5.383762463251756,5.184818928844582
9182,Altamont Corridor Express,-0.4378589523964305,west,6077,4,0.01754386,0.7,CA,California,FTA Region9,9,0.067,True,0.012280702,5.286320425755648,5.426670706630813,5.115100683536673
5059,Springfield Mass Transit District,-0.6292575910072403,midwest,17167,5,0.021929825,0.69,IL,Illinois,FTA Region5,9,0.12,True,0.015131579,5.2853688058296,5.5289148365579415,5.261815188962244
9001,Regional Transportation Commission of Washoe County,-0.05624763346536685,west,32031,6,0.026315789,0.53,NV,Nevada,FTA Region9,9,0.067,True,0.013947368,5.2986826997341545,5.4108670367432365,4.405124477503762
4007,Capital Area Transit,-0.10957270368049082,south,37183,7,0.030701754,0.63,NC,North Carolina,FTA Region4,9,0.107,True,0.019342105,5.292428396845876,5.444863931246066,5.3001820202397205
5011,Stark Area Regional Transit Authority,-0.4537016782493176,midwest,39151,7,0.030701754,0.64,OH,Ohio,FTA Region5,9,0.12,True,0.019649123,5.300216628061674,5.463409018697094,4.9564873759263826
