"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"randomBoost"
"02/18/2020 11:25:09:974 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","badImpact","numWindows","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","minNeighbor","memory","b1","disasterUti","EWProbDecay","startingFund","increaseChance","open-windows?","change-aspiration?","trigger-network?","officeRole?","random-riskThresh?","random-orgWindows?","limitedFund?","randomBoost?","[step]","count orgs with [adaptation-change?]","totalFunding","totalInsufBoost","totalDisasterWindows","totalwindowMissed","totalWindowOpen","totalNoSolution","totalUtilizedWindows","totalNeededWidows","sufficientCap","totalUtilizedDisasterWindows"
"569","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","46","0","58","245","860","1013","14","39","39","7","5"
"568","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","48","0","64","295","880","1040","5","38","38","10","10"
"571","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","61","0","45","240","788","920","1","49","49","12","15"
"572","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","61","0","35","230","813","933","2","48","48","13","12"
"570","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","52","0","54","236","691","841","11","46","46","6","8"
"573","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","54","0","20","242","696","803","0","43","43","11","11"
"574","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","55","0","24","231","750","872","6","47","47","8","9"
"577","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","59","0","39","210","753","862","1","46","46","13","10"
"576","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","47","0","39","212","725","845","3","44","44","3","8"
"578","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","42","0","36","241","844","969","7","38","38","4","6"
"575","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","56","0","56","228","709","855","1","43","43","13","11"
"580","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","56","0","39","222","740","860","3","46","46","10","8"
"582","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","64","0","31","213","790","896","3","49","49","15","11"
"579","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","57","0","42","212","775","908","3","50","50","7","8"
"581","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","39","0","60","258","767","927","8","33","33","6","5"
"583","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","47","0","40","231","792","919","11","38","38","9","9"
"584","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","52","0","29","235","705","831","3","48","48","4","7"
"586","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","63","0","34","233","836","958","3","53","53","10","12"
"585","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","54","0","33","215","772","875","1","41","41","13","5"
"589","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","54","0","31","230","708","825","1","41","41","13","8"
"588","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","55","0","60","202","710","857","3","46","46","9","12"
"587","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","60","0","46","230","770","902","5","50","50","10","10"
"590","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","46","0","41","264","878","1006","3","40","40","6","9"
"591","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","48","0","32","251","868","975","1","35","35","13","5"
"595","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","58","0","42","230","739","866","2","49","49","9","13"
"592","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","55","0","29","238","785","900","4","43","43","12","15"
"594","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","44","0","26","256","956","1062","7","38","38","6","10"
"596","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","53","0","55","269","780","946","2","46","46","7","12"
"593","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","61","0","32","240","731","861","4","53","53","8","10"
"598","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","54","0","70","219","713","854","4","41","41","13","10"
"597","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","65","0","29","191","696","796","2","47","47","18","6"
"600","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","53","0","33","229","776","886","3","38","38","15","8"
"599","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","48","0","23","244","782","874","1","42","42","6","6"
