"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"randomChance"
"06/11/2020 23:14:01:552 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","numOpts","impactReductionRate","adaptationCost","capBoost","simTicks","minNeighbor","memory","disasterUti","EWProbDecay","startingFund","randomChance","openOpt?","triggerNetwork?","randomRiskThresh?","officeRole?","randomOrgOpt?","randomBoost?","limitedFund?","enoughCap?","[step]","count orgs with [adaptation-change?]","totalFunding","fundAvailable","totalOptOpen","totalLackMotivation","totalInsufBoost","totalNoSolution","totalAlreadyAdapted","totalNonEligibleDisasterOpt","totalDisasterOpts","totalUtilizedDisasterOpts","totalUtilizedOpts","totalNeededOpts","sufficientCap","totalUtilized","totalOrgOpts","totalUtilizedOrgOpt"
"391","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","5.0E-4","true","true","true","true","false","true","true","false","1000","41","5712.245624052002","4939.754375948016","872","76","118","9","411","246","823","12","12","12","29","0","49","0"
"392","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","6.0E-4","true","true","true","true","false","true","true","false","1000","44","5881.132653427999","4770.8673465720285","905","128","88","2","449","227","821","10","11","11","33","0","84","1"
"393","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","7.0E-4","true","true","true","true","false","true","true","false","1000","39","5782.728261443993","4869.271738556051","913","108","114","3","357","324","829","7","7","7","32","0","84","0"
"394","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","8.0E-4","true","true","true","true","false","true","true","false","1000","36","6240.788089636005","4411.2119103640025","929","132","103","6","379","297","844","11","12","12","24","0","85","1"
"395","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","9.0E-4","true","true","true","true","false","true","true","false","1000","46","6177.226437219992","4474.773562780034","942","141","98","6","460","217","851","18","20","20","26","0","91","2"
"396","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0.001","true","true","true","true","false","true","true","false","1000","40","6184.480751176005","4467.519248824023","938","153","109","13","398","249","816","12","16","16","24","0","122","4"
"397","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0","true","true","true","true","false","true","true","false","1000","56","5764.457710680004","4887.54228932003","882","51","78","4","533","199","857","14","17","17","39","0","25","3"
"399","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","2.0E-4","true","true","true","true","false","true","true","false","1000","49","5708.618380768012","4943.381619232025","881","83","86","5","472","223","843","12","12","12","37","0","38","0"
"398","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","1.0E-4","true","true","true","true","false","true","true","false","1000","45","5526.440085787997","5125.559914212037","846","91","72","4","475","193","811","11","11","11","34","0","36","0"
"400","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","3.0E-4","true","true","true","true","false","true","true","false","1000","44","5433.374801056017","5218.625198944003","834","90","82","8","460","180","779","13","14","14","30","0","55","1"
"401","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","4.0E-4","true","true","true","true","false","true","true","false","1000","43","5729.365320695997","4922.634679304012","864","92","106","3","364","281","819","15","18","18","25","0","45","3"
"403","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","6.0E-4","true","true","true","true","false","true","true","false","1000","48","5435.010129160003","5216.9898708400315","845","119","92","7","376","236","766","11","15","15","33","0","79","4"
"402","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","5.0E-4","true","true","true","true","false","true","true","false","1000","36","5725.611408671999","4926.388591328017","854","119","120","6","346","250","794","12","13","13","23","0","60","1"
"404","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","7.0E-4","true","true","true","true","false","true","true","false","1000","36","6037.799251448004","4614.200748552033","914","144","109","42","357","251","822","10","11","11","25","0","92","1"
"405","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","8.0E-4","true","true","true","true","false","true","true","false","1000","40","5686.0956849199965","4965.904315080029","878","147","102","12","374","229","790","14","14","14","26","0","88","0"
"406","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","9.0E-4","true","true","true","true","false","true","true","false","1000","48","5945.719769908001","4706.280230092016","905","129","83","12","452","214","809","14","15","15","33","0","96","1"
"408","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0","true","true","true","true","false","true","true","false","1000","43","5379.525393332005","5272.47460666803","797","54","97","4","360","265","772","15","17","17","26","0","25","2"
"407","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0.001","true","true","true","true","false","true","true","false","1000","39","5732.0136276","4919.986372400032","909","166","106","6","379","244","809","6","8","8","31","0","100","2"
"409","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","1.0E-4","true","true","true","true","false","true","true","false","1000","36","5268.793612184002","5383.206387816027","803","68","87","9","395","231","778","13","13","13","23","0","25","0"
"410","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","2.0E-4","true","true","true","true","false","true","true","false","1000","39","5353.963184451994","5298.036815548045","820","99","77","5","388","241","784","10","10","10","29","0","36","0"
"413","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","5.0E-4","true","true","true","true","false","true","true","false","1000","52","5519.821227811999","5132.178772188041","837","78","78","4","494","164","784","18","19","19","33","0","53","1"
"411","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","3.0E-4","true","true","true","true","false","true","true","false","1000","43","5599.185696608006","5052.814303392029","854","91","100","7","429","220","804","6","7","7","36","0","50","1"
"412","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","4.0E-4","true","true","true","true","false","true","true","false","1000","40","6162.315280183993","4489.684719816041","919","94","104","8","433","261","859","14","19","19","21","0","61","5"
"414","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","6.0E-4","true","true","true","true","false","true","true","false","1000","38","5589.223464104","5062.776535896029","854","96","103","14","373","255","787","12","13","13","25","0","67","1"
"415","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","7.0E-4","true","true","true","true","false","true","true","false","1000","33","5427.767742376","5224.23225762404","873","138","123","13","258","330","800","11","11","11","22","0","73","0"
"417","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","9.0E-4","true","true","true","true","false","true","true","false","1000","48","5860.739875136002","4791.260124864041","921","160","79","5","466","194","818","13","17","17","31","0","103","4"
"416","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","8.0E-4","true","true","true","true","false","true","true","false","1000","48","6034.704104484002","4617.29589551602","895","127","58","3","514","178","815","13","15","15","33","0","80","2"
"418","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0.001","true","true","true","true","false","true","true","false","1000","48","5710.368623848001","4941.6313761520205","893","106","81","8","458","230","815","9","10","10","38","0","78","1"
"419","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0","true","true","true","true","false","true","true","false","1000","49","5202.181332015996","5449.818667984027","810","42","75","5","449","220","790","18","19","19","30","0","20","1"
"420","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","1.0E-4","true","true","true","true","false","true","true","false","1000","44","6122.565400771995","4529.434599228045","916","78","102","6","469","245","882","14","16","16","28","0","35","2"
"421","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","2.0E-4","true","true","true","true","false","true","true","false","1000","45","5451.405881276002","5200.594118724029","855","73","101","5","454","206","820","15","16","16","29","0","35","1"
"423","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","4.0E-4","true","true","true","true","false","true","true","false","1000","37","6026.524821924004","4625.475178076025","922","114","135","8","347","308","869","10","10","10","27","0","53","0"
"422","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","3.0E-4","true","true","true","true","false","true","true","false","1000","40","5365.645867748001","5286.354132252031","838","97","99","1","383","242","788","16","16","16","24","0","50","0"
"424","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","5.0E-4","true","true","true","true","false","true","true","false","1000","48","5692.793733999999","4959.206266000005","850","97","72","1","484","178","788","17","18","18","30","0","62","1"
"425","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","6.0E-4","true","true","true","true","false","true","true","false","1000","45","5830.3711577079985","4821.628842292034","863","91","123","10","383","245","794","11","11","11","34","0","69","0"
"427","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","8.0E-4","true","true","true","true","false","true","true","false","1000","40","5920.181481524002","4731.818518476043","896","125","112","7","394","249","799","9","9","9","31","0","97","0"
"426","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","7.0E-4","true","true","true","true","false","true","true","false","1000","45","5665.572080048006","4986.427919952029","892","122","98","5","428","213","805","21","26","26","19","0","87","5"
"429","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0.001","true","true","true","true","false","true","true","false","1000","41","6333.666312615994","4318.333687384037","931","136","76","10","468","229","822","10","12","12","29","0","109","2"
"428","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","9.0E-4","true","true","true","true","false","true","true","false","1000","43","5888.614494468003","4763.385505532021","888","137","94","5","410","224","796","16","18","18","25","0","92","2"
"430","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0","true","true","true","true","false","true","true","false","1000","42","5601.036326663996","5050.963673336022","861","66","95","3","451","238","837","8","8","8","34","0","24","0"
"431","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","1.0E-4","true","true","true","true","false","true","true","false","1000","45","5936.3499209679985","4715.650079032047","899","68","110","9","417","275","862","17","20","20","25","0","37","3"
"432","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","2.0E-4","true","true","true","true","false","true","true","false","1000","38","5503.479182427996","5148.5208175720345","834","66","118","5","366","271","803","8","8","8","30","0","31","0"
"433","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","3.0E-4","true","true","true","true","false","true","true","false","1000","42","5679.370080619999","4972.629919380038","854","95","89","7","439","210","801","14","14","14","28","0","53","0"
"434","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","4.0E-4","true","true","true","true","false","true","true","false","1000","45","5898.145247299999","4753.854752700028","908","86","107","6","436","257","849","16","16","16","29","0","59","0"
"435","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","5.0E-4","true","true","true","true","false","true","true","false","1000","37","6069.903883332","4582.096116668029","923","118","112","11","378","295","842","6","9","9","28","0","82","3"
"436","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","6.0E-4","true","true","true","true","false","true","true","false","1000","36","5830.397684600008","4821.602315400036","882","119","119","4","348","278","803","12","14","14","22","0","79","2"
"437","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","7.0E-4","true","true","true","true","false","true","true","false","1000","35","5954.1879963959955","4697.812003604046","926","133","121","3","346","312","848","11","11","11","24","0","78","0"
"438","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","8.0E-4","true","true","true","true","false","true","true","false","1000","43","5969.188566808011","4682.811433192014","905","145","99","5","394","250","812","11","12","12","31","0","93","1"
"439","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","9.0E-4","true","true","true","true","false","true","true","false","1000","40","6151.27446847199","4500.725531528037","930","162","103","5","406","237","828","14","17","17","23","0","102","3"
"440","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0.001","true","true","true","true","false","true","true","false","1000","35","6024.691802867998","4627.308197132034","940","145","127","4","335","319","841","10","10","10","25","0","99","0"
