"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"numWindows"
"02/18/2020 00:38:57:572 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","badImpact","numWindows","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","minNeighbor","memory","b1","disasterUti","EWProbDecay","open-windows?","change-aspiration?","trigger-network?","officeRole?","random-riskThresh?","random-orgWindows?","limitedFund?","randomBoost?","limitedFund?","[step]","count orgs with [adaptation-change?]","totalFunding","totalInsufBoost","totalDisasterWindows","totalwindowMissed","totalWindowOpen","totalNoSolution","totalUtilizedWindows","totalNeededWidows","sufficientCap","totalUtilizedDisasterWindows"
"1253","0.3","4","0.08","22","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","46","9804.459566039963","123","235","1644","1849","14","38","38","8","3"
"1254","0.3","4","0.08","23","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","57","10524.18923819997","97","226","1626","1833","23","51","51","6","4"
"1255","0.3","4","0.08","24","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","46","10161.805699716002","86","242","1684","1844","10","33","33","13","4"
"1257","0.3","4","0.08","26","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","61","10741.951725588016","173","211","1698","1966","3","55","55","6","7"
"1256","0.3","4","0.08","25","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","59","11251.369624791945","103","238","1832","2020","2","50","50","9","6"
"1259","0.3","4","0.08","28","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","50","11387.752252427996","221","259","1785","2104","12","45","45","5","7"
"1258","0.3","4","0.08","27","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","59","10343.339865775939","193","197","1687","1968","7","43","43","16","4"
"1260","0.3","4","0.08","29","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","55","12642.160659683977","191","244","2053","2332","4","46","46","9","8"
"1263","0.3","4","0.08","32","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","53","13085.386474039971","122","246","2192","2408","6","48","48","5","4"
"1262","0.3","4","0.08","31","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","60","12086.12602693593","130","234","2048","2265","3","45","45","15","4"
"1261","0.3","4","0.08","30","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","57","12910.235289679977","123","219","2028","2246","16","51","51","6","6"
"1264","0.3","4","0.08","33","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","64","11904.919079256006","176","222","2040","2305","3","48","48","16","6"
"1265","0.3","4","0.08","34","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","59","12751.481133563911","183","233","2168","2444","7","51","51","8","3"
"1266","0.3","4","0.08","35","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","49","14933.518157083992","186","260","2533","2799","4","38","38","11","2"
"1267","0.3","4","0.08","36","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","65","13478.176960091962","148","211","2168","2426","19","56","56","9","5"
"1268","0.3","4","0.08","37","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","53","13649.211422607987","135","224","2443","2667","10","48","48","5","8"
"1269","0.3","4","0.08","38","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","55","14281.939025191956","206","232","2412","2710","5","50","50","5","1"
"1270","0.3","4","0.08","39","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","62","16586.756197951974","207","219","2602","2889","2","48","48","14","2"
"1271","0.3","4","0.08","40","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","61","14861.283874083998","169","229","2607","2872","3","52","52","9","6"
"1272","0.3","4","0.08","0","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","18","1500.0722354960005","16","290","206","290","3","11","11","7","11"
"1273","0.3","4","0.08","1","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","18","1593.5244019200004","17","304","212","304","3","7","7","11","7"
"1274","0.3","4","0.08","2","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","31","2113.3943328479986","18","311","287","388","0","22","22","9","19"
"1275","0.3","4","0.08","3","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","28","2673.5099364919997","22","289","376","484","9","18","18","10","8"
"1278","0.3","4","0.08","6","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","31","4080.571838491997","51","280","599","725","5","22","22","9","8"
"1277","0.3","4","0.08","5","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","39","3229.7449574039993","58","281","468","615","6","32","32","7","11"
"1279","0.3","4","0.08","7","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","36","3936.225197676002","62","272","609","742","1","23","23","13","7"
"1280","0.3","4","0.08","8","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","30","5128.037824000001","87","286","725","892","5","27","27","3","6"
"1281","0.3","4","0.08","9","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","46","4268.12993148001","55","241","677","811","2","38","38","8","9"
"1276","0.3","4","0.08","4","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","37","2825.210270820001","29","280","441","535","4","23","23","14","11"
"1283","0.3","4","0.08","11","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","41","5521.673309040008","48","260","904","1028","3","31","31","10","8"
"1282","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","43","5658.7245626600015","68","295","898","1061","6","39","39","4","13"
"1284","0.3","4","0.08","12","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","46","6204.065085987995","92","211","994","1168","1","38","38","8","4"
"1285","0.3","4","0.08","13","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","41","6400.075806116003","100","288","1033","1227","4","34","34","7","6"
"1286","0.3","4","0.08","14","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","60","5884.376190328014","75","235","1009","1175","4","41","41","19","8"
"1288","0.3","4","0.08","16","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","57","7413.370553703987","77","227","1249","1396","1","40","40","17","5"
"1290","0.3","4","0.08","18","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","49","8575.438512380002","122","241","1366","1579","1","42","42","7","6"
"1289","0.3","4","0.08","17","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","61","7477.934391627994","115","214","1205","1416","3","52","52","9","8"
"1291","0.3","4","0.08","19","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","52","8521.034504464","96","232","1397","1575","6","46","46","6","2"
"1287","0.3","4","0.08","15","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","50","6663.670988656006","106","265","1063","1257","3","34","34","16","4"
"1292","0.3","4","0.08","20","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","56","7864.634123828002","87","256","1293","1476","1","45","45","11","2"
"1293","0.3","4","0.08","21","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","55","9470.190885827998","138","205","1536","1766","6","46","46","9","6"
"1294","0.3","4","0.08","22","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","49","9797.663193956007","174","249","1487","1746","3","44","44","5","6"
"1295","0.3","4","0.08","23","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","49","10017.66028922","141","238","1654","1876","4","44","44","5","4"
"1297","0.3","4","0.08","25","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","49","10467.336307623988","143","252","1794","2026","8","41","41","8","5"
"1298","0.3","4","0.08","26","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","60","10275.309832047977","111","248","1657","1851","1","47","47","13","8"
"1296","0.3","4","0.08","24","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","54","11022.99793916795","213","242","1745","2078","39","47","47","7","6"
"1299","0.3","4","0.08","27","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","53","12881.101517647914","138","258","2009","2243","2","48","48","5","8"
"1300","0.3","4","0.08","28","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","49","12148.949173063984","162","225","2033","2282","4","43","43","6","1"
"1301","0.3","4","0.08","29","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","65","10534.390794155994","108","195","1857","2045","1","50","50","15","3"
"1302","0.3","4","0.08","30","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","57","12580.986663663944","184","202","2010","2281","7","47","47","10","2"
"1303","0.3","4","0.08","31","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","61","12537.096943592003","109","208","2052","2243","5","50","50","11","3"
"1304","0.3","4","0.08","32","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","66","10724.448705987956","118","179","1912","2107","4","51","51","15","5"
"1307","0.3","4","0.08","35","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","61","14073.849696455973","213","228","2292","2605","3","55","55","6","4"
"1305","0.3","4","0.08","33","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","65","10694.972400059964","111","207","1908","2100","4","45","45","20","0"
"1306","0.3","4","0.08","34","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","63","12996.408810487983","161","209","2271","2523","6","52","52","11","5"
"1309","0.3","4","0.08","37","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","52","16264.663077919891","274","255","2461","2837","11","51","51","1","4"
"1308","0.3","4","0.08","36","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","58","13317.978195055963","194","208","2294","2578","6","47","47","11","1"
"1311","0.3","4","0.08","39","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","64","15729.635652171888","151","235","2564","2802","9","50","50","14","5"
